Dimensions Multiple\Concurrent Worker,1,2,4,8,16
1,421.757111,1918.945927,412.459718,381.090038,468.639977
10,594.97403,613.739365,1861.089724,1413.948747,610.996038
100,17988.17306,18343.30894,18682.4642,25007.16285,21755.30592
1000,4722094.592,4774578.461,4885842.3,6620119.251,6121978.053
